Tópico,Pregunta,Total Puntos,Total Puntos a Considerar,Punto 1,Puntuación 1,Punto 2,Puntuación 2,Punto 3,Puntuación 3,ID,Scoring Guideline,Tópico,Pregunta,Total Puntos,Total Puntos a Considerar,Punto 1,Puntuación 1,Punto 2,Puntuación 2,Punto 3,Puntuación 3,ID,Scoring Guideline,Response,Response_100,Bad_Response,Response_Sin_Pauta,Response_Sin_Pauta_Alejada
Arreglo,"Cuando implementamos TDAs usando arreglos, ¿por qué no es necesario liberar memoria cuando eliminamos un dato?",2.0,1,Porque el arreglo ya tiene un tamaño predefinido,2.0,,0.0,,0.0,4645a35f1ac192fc189b06b1956c38a1568b5e70549d119db0e1fb80a536c90e,Punto 1: Porque el arreglo ya tiene un tamaño predefinido (Puntuación: 2.0),Arreglo,"Cuando implementamos TDAs usando arreglos, ¿por qué no es necesario liberar memoria cuando eliminamos un dato?",2.0,1,Porque el arreglo ya tiene un tamaño predefinido,2.0,,0.0,,0.0,4645a35f1ac192fc189b06b1956c38a1568b5e70549d119db0e1fb80a536c90e,Punto 1: Porque el arreglo ya tiene un tamaño predefinido (Puntuación: 2.0),Porque el arreglo ya tiene un tamaño predefinido.,"Porque el arreglo ya tiene un tamaño predefinido, lo cual significa que la memoria asignada para el arreglo es suficiente para almacenar todos los elementos. No es necesario liberar memoria cuando eliminamos un dato, ya que simplemente marcamos el espacio ocupado por el dato como disponible para ser reutilizado en futuras inserciones. Esto permite una gestión eficiente de la memoria y evita la necesidad de realizar operaciones costosas de asignación y liberación de memoria cada vez que se elimina un dato del arreglo.",Porque el arreglo ya tiene un tamaño predefinido y no se puede eliminar ningún dato (Puntuación: 2.0),"Cuando implementamos TDAs usando arreglos, no es necesario liberar memoria cuando eliminamos un dato porque el tamaño del arreglo es fijo. Al eliminar un dato, simplemente dejamos ese espacio vacío y no es necesario realizar ninguna liberación de memoria.","Es necesario liberar memoria al eliminar un dato en un arreglo cuando implementamos TDAs, debido a que el tamaño del arreglo ya está predefinido."
Arreglo,¿Por qué se dice que un arreglo ordenado es más rápido que un árbol binario para hacer búsquedas?,2.0,2,Menciona explícitamente que se aplica búsqueda binaria en arreglo ordenado (si realiza búsqueda directa item **no considera**),1.0,Se comporta como un árbol perfectamente balanceado (mínima altura),1.0,,0.0,e2e5d1bde18b6e77a4a6493b5190e14abf893d2ec48e0f70a7490c9283a77694,"Punto 1: Menciona explícitamente que se aplica búsqueda binaria en arreglo ordenado (si realiza búsqueda directa item **no considera**) (Puntuación: 1.0), Punto 2: Se comporta como un árbol perfectamente balanceado (mínima altura) (Puntuación: 1.0)",Arreglo,¿Por qué se dice que un arreglo ordenado es más rápido que un árbol binario para hacer búsquedas?,2.0,2,Menciona explícitamente que se aplica búsqueda binaria en arreglo ordenado (si realiza búsqueda directa item **no considera**),1.0,Se comporta como un árbol perfectamente balanceado (mínima altura),1.0,,0.0,e2e5d1bde18b6e77a4a6493b5190e14abf893d2ec48e0f70a7490c9283a77694,"Punto 1: Menciona explícitamente que se aplica búsqueda binaria en arreglo ordenado (si realiza búsqueda directa item **no considera**) (Puntuación: 1.0), Punto 2: Se comporta como un árbol perfectamente balanceado (mínima altura) (Puntuación: 1.0)","Se dice que un arreglo ordenado es más rápido que un árbol binario para hacer búsquedas debido a dos razones. En primer lugar, al aplicar la búsqueda binaria en un arreglo ordenado, se puede encontrar un elemento de manera eficiente, ya que se realiza una división del arreglo en cada paso y se descarta la mitad en la que no se encuentra el elemento buscado. Esto reduce la cantidad de comparaciones necesarias y mejora el tiempo de búsqueda. En segundo lugar, un arreglo ordenado se comporta como un árbol binario perfectamente balanceado, lo que significa que su altura es mínima. Esto permite acceder rápidamente a cualquier elemento del arreglo utilizando índices, lo que no es posible en un árbol binario donde se deben seguir los enlaces entre nodos para buscar un elemento. En resumen, tanto la búsqueda binaria como la estructura de un arreglo ordenado hacen que sea más rápido que un árbol binario para hacer búsquedas.","Se dice que un arreglo ordenado es más rápido que un árbol binario para hacer búsquedas debido a dos razones. Primero, se aplica búsqueda binaria en el arreglo, lo que permite una búsqueda eficiente en tiempo logarítmico. Segundo, un arreglo ordenado se comporta como un árbol perfectamente balanceado con una mínima altura, lo que también contribuye a una búsqueda más rápida.","De acuerdo con la pauta de evaluación, se afirma que un arreglo ordenado es más rápido que un árbol binario para hacer búsquedas debido a que se aplica búsqueda binaria en el arreglo ordenado, lo cual tiene una puntuación de 1.0. Además, se menciona que el arreglo se comporta como un árbol perfectamente balanceado, lo cual implica una altura mínima y también tiene una puntuación de 1.0. Sin embargo, esta respuesta es incorrecta ya que en realidad un árbol binario de búsqueda permite una búsqueda más eficiente y rápida en promedio que un arreglo ordenado, ya que su estructura balanceada garantiza una altura mínima y un rendimiento constante en la búsqueda.","Un arreglo ordenado es más rápido que un árbol binario para hacer búsquedas debido a que el acceso a los elementos en un arreglo se realiza mediante índices, lo que permite un acceso directo a cualquier elemento en tiempo constante (O(1)). Mientras que en un árbol binario, la búsqueda implica recorrer los nodos desde la raíz hasta encontrar el elemento deseado, lo que en el peor caso puede requerir recorrer todos los nodos en tiempo lineal (O(log n) en promedio para árboles balanceados, pero O(n) en el peor caso para árboles desbalanceados). Además, el arreglo ordenado tiene la ventaja de tener una mejor localidad de referencia, lo que aprovecha la memoria caché del sistema haciendo que las búsquedas sean aún más rápidas en la práctica.","En el contexto de una aplicación de búsqueda de datos, ¿cuál es la ventaja de utilizar un arreglo ordenado en comparación con un árbol binario para realizar búsquedas de manera más eficiente?"
Lista,Indique y explique 2 ejemplos en los que convendría utilizar una Lista en vez de un Mapa.,2.0,2,Explicación correcta,1.0,Ejemplo correcto,1.0,,0.0,6082898773ee06908aa9e17e054d02989d1dc0deb2ecf3bb155e1ea8fadd47f4,"Punto 1: Explicación correcta (Puntuación: 1.0), Punto 2: Ejemplo correcto (Puntuación: 1.0)",Lista,Indique y explique 2 ejemplos en los que convendría utilizar una Lista en vez de un Mapa.,2.0,2,Explicación correcta,1.0,Ejemplo correcto,1.0,,0.0,6082898773ee06908aa9e17e054d02989d1dc0deb2ecf3bb155e1ea8fadd47f4,"Punto 1: Explicación correcta (Puntuación: 1.0), Punto 2: Ejemplo correcto (Puntuación: 1.0)","Una situación en la que sería más conveniente utilizar una Lista en lugar de un Mapa es cuando necesitamos mantener un orden específico de los elementos. Por ejemplo, si queremos almacenar y mostrar una lista de tareas en el orden en que fueron agregadas, una Lista sería la estructura más adecuada. Otro ejemplo sería cuando necesitamos permitir duplicados de elementos. Si queremos almacenar y contar la cantidad de veces que aparece cada elemento en una secuencia, una Lista nos permitiría hacerlo, mientras que un Mapa solo registraría una entrada por cada elemento único.","Existen dos situaciones en las que sería conveniente utilizar una Lista en lugar de un Mapa. El primer ejemplo es cuando necesitamos mantener un orden específico de los elementos, ya que las Listas mantienen el orden de inserción. El segundo ejemplo es cuando necesitamos permitir elementos duplicados, ya que las Listas permiten elementos repetidos. En resumen, las Listas son adecuadas cuando necesitamos un orden específico y permitimos duplicados, mientras que los Mapas son mejores en casos donde necesitamos mapear claves con valores únicos.","Una posible situación en la que sería conveniente utilizar una lista en lugar de un mapa sería cuando queremos almacenar y acceder a elementos en un orden específico. Por ejemplo, si queremos almacenar una lista de nombres de usuarios en un chat en línea, podemos usar una lista para mantener el orden cronológico en el que se unieron al chat. Otro ejemplo sería si queremos implementar una cola en un sistema de atención al cliente, donde los clientes que lleguen primero sean atendidos primero. En este caso, una lista nos permite mantener el orden de llegada y procesar a los clientes en ese orden.","Existen varias situaciones en las que sería conveniente utilizar una Lista en lugar de un Mapa. Dos ejemplos claros son los siguientes:

1. Cuando se requiere mantener el orden de los elementos: Una Lista conserva el orden en el que se agregan los elementos, lo que puede ser útil en situaciones donde se necesita acceder a los elementos en un orden específico. Por ejemplo, si se está implementando un programa de gestión de tareas, una lista de tareas pendientes permitiría mantener un orden y prioridad para su ejecución. Un Mapa, por otro lado, no mantiene un orden específico de los elementos.

2. Cuando no se requiere una clave asociada a cada elemento: Un Mapa se basa en una estructura clave-valor, donde cada elemento se identifica mediante una clave única. Sin embargo, en algunas situaciones, no es necesario o no se dispone de una clave para identificar los elementos. En este caso, una Lista puede ser más conveniente, ya que cada elemento se puede acceder directamente a través de su posición en la lista, sin necesidad de una clave adicional.",
Grafos,"Un grafo de ciudades se puede implementar con una lista de ciudades, en donde cada ciudad tiene una lista de pares (ciudad adyacente, distancia a ciudad adyacente). Explique los pasos para agregar una nueva tupla (ciudad1,ciudad2, distancia) al grafo. Considere un grafo no dirigido.",2.0,2,Buscar ambas ciudades en la lista de ciudades,1.0,Añadir la ciudad1 a la lista de ciudades adyacentes de la ciudad2 y viceversa,1.0,,0.0,88df783af9eb6184a8d3133450ff80bd86cd3bbeaa3c5f9e3ce72240f88882a8,"Punto 1: Buscar ambas ciudades en la lista de ciudades (Puntuación: 1.0), Punto 2: Añadir la ciudad1 a la lista de ciudades adyacentes de la ciudad2 y viceversa (Puntuación: 1.0)",Grafos,"Un grafo de ciudades se puede implementar con una lista de ciudades, en donde cada ciudad tiene una lista de pares (ciudad adyacente, distancia a ciudad adyacente). Explique los pasos para agregar una nueva tupla (ciudad1,ciudad2, distancia) al grafo. Considere un grafo no dirigido.",2.0,2,Buscar ambas ciudades en la lista de ciudades,1.0,Añadir la ciudad1 a la lista de ciudades adyacentes de la ciudad2 y viceversa,1.0,,0.0,88df783af9eb6184a8d3133450ff80bd86cd3bbeaa3c5f9e3ce72240f88882a8,"Punto 1: Buscar ambas ciudades en la lista de ciudades (Puntuación: 1.0), Punto 2: Añadir la ciudad1 a la lista de ciudades adyacentes de la ciudad2 y viceversa (Puntuación: 1.0)","Punto 1: Buscar ambas ciudades en la lista de ciudades (Puntuación: 1.0), Punto 2: Añadir la ciudad1 a la lista de ciudades adyacentes de la ciudad2 y viceversa (Puntuación: 1.0)",Punto 1: Buscar ambas ciudades en la lista de ciudades. Punto 2: Añadir la ciudad1 a la lista de ciudades adyacentes de la ciudad2 y viceversa.,"Para agregar una nueva tupla (ciudad1, ciudad2, distancia) al grafo, hay que seguir los siguientes pasos: Punto 1: Verificar que las dos ciudades (ciudad1 y ciudad2) no existan previamente en la lista de ciudades (Puntuación: 1.0), Punto 2: Añadir la ciudad1 a la lista de ciudades adyacentes de la ciudad2 y viceversa (Puntuación: 1.0)",,"Para agregar una nueva tupla (ciudad1,ciudad2, distancia) al grafo, primero debemos buscar tanto ciudad1 como ciudad2 en la lista de ciudades existente. Una vez que las encontramos, debemos agregar ciudad1 a la lista de ciudades adyacentes de ciudad2 y viceversa. Esto se hace para establecer la conexión entre las ciudades y asignarles la distancia correspondiente. Es importante recordar que en un grafo no dirigido, la relación entre ciudad1 y ciudad2 es bidireccional, por lo que debemos realizar ambos pasos. Este proceso asegura que la nueva tupla se agregue correctamente al grafo de ciudades."
Mapa,Indique y explique 2 ejemplos en los que convendría utilizar una Mapa ordenado en vez de un Mapa no ordenado.,2.0,2,Explicación correcta,1.0,Ejemplo correcto,1.0,,0.0,7b31a3e82a068aebcb2f49b7e68d0deb0ea0059c272e16e0ac5a673e3d98d3bc,"Punto 1: Explicación correcta (Puntuación: 1.0), Punto 2: Ejemplo correcto (Puntuación: 1.0)",Mapa,Indique y explique 2 ejemplos en los que convendría utilizar una Mapa ordenado en vez de un Mapa no ordenado.,2.0,2,Explicación correcta,1.0,Ejemplo correcto,1.0,,0.0,7b31a3e82a068aebcb2f49b7e68d0deb0ea0059c272e16e0ac5a673e3d98d3bc,"Punto 1: Explicación correcta (Puntuación: 1.0), Punto 2: Ejemplo correcto (Puntuación: 1.0)","Punto 1: Un ejemplo en el que convendría utilizar un Mapa ordenado en lugar de un Mapa no ordenado es cuando se necesita recuperar los elementos en un orden específico, como orden alfabético o numérico. Por ejemplo, si se tiene un diccionario con palabras y se desea obtener las palabras en orden alfabético, un Mapa ordenado sería más adecuado que un Mapa no ordenado. Punto 2: Otro ejemplo sería cuando se necesita realizar búsquedas eficientes de los elementos basadas en su posición. Por ejemplo, si se tiene una lista de empleados ordenada por antigüedad y se desea encontrar el empleado más antiguo o el segundo empleado más antiguo, un Mapa ordenado sería más eficiente que un Mapa no ordenado.","Punto 1: Un ejemplo en el que convendría utilizar un Mapa ordenado es cuando se necesita recorrer los elementos de forma ascendente o descendente según su clave. Un Mapa no ordenado no garantiza un orden específico. Punto 2: Otro ejemplo es cuando se necesita realizar búsquedas o consultas eficientes por rango de claves, como encontrar el valor más grande o más pequeño. Un Mapa no ordenado no proporciona métodos para realizar este tipo de consultas de manera eficiente.","Un ejemplo en el que convendría utilizar un Mapa ordenado en vez de un Mapa no ordenado es en la gestión de un directorio telefónico. Al utilizar un Mapa ordenado, se pueden organizar los contactos en orden alfabético, lo que facilita la búsqueda de un número de teléfono específico. Otro ejemplo sería en el cálculo de promedios de calificaciones de un grupo de estudiantes. Con un Mapa ordenado, se pueden ordenar las calificaciones de forma ascendente o descendente, lo que permite obtener fácilmente la calificación más alta o más baja.",,"1. Un ejemplo en el que sería conveniente utilizar un mapa ordenado en lugar de uno no ordenado sería cuando se necesita iterar sobre los elementos en un orden específico. Por ejemplo, si se necesita imprimir los elementos en orden ascendente o descendente según su clave, un mapa ordenado sería más apropiado. 
2. Otro ejemplo sería cuando se necesita realizar búsqueda rápida de un elemento basado en su clave. En un mapa ordenado, la búsqueda se puede hacer de manera más eficiente utilizando técnicas como la búsqueda binaria, mientras que en un mapa no ordenado tendría que realizarse una búsqueda lineal, lo que sería menos eficiente."
Vector,¿Cuándo es adecuado usar una Lista en vez de un Vector? ¿Cúando es más adecuado usar un Vector en vez de una Lista?,2.0,2,Circunstancia correcta para usar Lista,1.0,Circunstancia correcta para usar Vector,1.0,,0.0,e714c418ffe2690f7dacd3bfee1906063d3a4b8a150890d0c210685ca65995c3,"Punto 1: Circunstancia correcta para usar Lista (Puntuación: 1.0), Punto 2: Circunstancia correcta para usar Vector (Puntuación: 1.0)",Vector,¿Cuándo es adecuado usar una Lista en vez de un Vector? ¿Cúando es más adecuado usar un Vector en vez de una Lista?,2.0,2,Circunstancia correcta para usar Lista,1.0,Circunstancia correcta para usar Vector,1.0,,0.0,e714c418ffe2690f7dacd3bfee1906063d3a4b8a150890d0c210685ca65995c3,"Punto 1: Circunstancia correcta para usar Lista (Puntuación: 1.0), Punto 2: Circunstancia correcta para usar Vector (Puntuación: 1.0)","Punto 1: Una circunstancia adecuada para usar una Lista en lugar de un Vector es cuando necesitamos una estructura de datos dinámica, donde el tamaño puede cambiar durante la ejecución del programa. Las Listas son más eficientes en términos de inserción y eliminación de elementos en cualquier posición. También son ideales cuando necesitamos realizar operaciones frecuentes de inserción o eliminación de elementos en el medio de la colección. Punto 2: Por otro lado, es más adecuado usar un Vector en lugar de una Lista cuando necesitamos un acceso rápido a los elementos y el tamaño de la colección no cambia con frecuencia. Los Vectores son más eficientes en términos de acceso directo a los elementos por su índice. También son ideales cuando necesitamos un almacenamiento contiguo en la memoria y la colección no necesita crecer o menguar con frecuencia.","Punto 1: Se recomienda usar una Lista cuando se necesite agregar o eliminar elementos de manera frecuente, ya que su tamaño puede cambiar dinámicamente. Punto 2: Se recomienda usar un Vector cuando se necesite acceder a elementos de manera eficiente, ya que su acceso por índice es más rápido. Sin embargo, los Vectores no son eficientes para agregar o eliminar elementos en posiciones intermedias.","Según la pauta de evaluación, la respuesta correcta es:",,"Una circunstancia correcta para usar una Lista en lugar de un Vector podría ser cuando necesitas agregar o eliminar elementos con frecuencia, ya que las Listas son más eficientes en estos casos. Por otro lado, una circunstancia correcta para usar un Vector en lugar de una Lista podría ser cuando necesitas acceso rápido a elementos por su índice, ya que los Vectores permiten un acceso más eficiente mediante índices."
Pila,¿Cómo puedo implementar una Pila usando una Lista? Indique la correspondencia de las operaciones principales.,3.0,3,Agregar elemento en la lista es como hacer push en la pila,1.0,Remover el último elemento de la lista es como hacer pop en la pila,1.0,Consultar el último elemento es como hacer top en la pila,1.0,8388cca565c66f3d3209f8b6942017dc2c07731abb0f90aa3ef2364c48b0a56d,"Punto 1: Agregar elemento en la lista es como hacer push en la pila (Puntuación: 1.0), Punto 2: Remover el último elemento de la lista es como hacer pop en la pila (Puntuación: 1.0), Punto 3: Consultar el último elemento es como hacer top en la pila (Puntuación: 1.0)",Pila,¿Cómo puedo implementar una Pila usando una Lista? Indique la correspondencia de las operaciones principales.,3.0,3,Agregar elemento en la lista es como hacer push en la pila,1.0,Remover el último elemento de la lista es como hacer pop en la pila,1.0,Consultar el último elemento es como hacer top en la pila,1.0,8388cca565c66f3d3209f8b6942017dc2c07731abb0f90aa3ef2364c48b0a56d,"Punto 1: Agregar elemento en la lista es como hacer push en la pila (Puntuación: 1.0), Punto 2: Remover el último elemento de la lista es como hacer pop en la pila (Puntuación: 1.0), Punto 3: Consultar el último elemento es como hacer top en la pila (Puntuación: 1.0)","Punto 1: Agregar elemento en la lista es como hacer push en la pila (Puntuación: 1.0), Punto 2: Remover el último elemento de la lista es como hacer pop en la pila (Puntuación: 1.0), Punto 3: Consultar el último elemento es como hacer top en la pila (Puntuación: 1.0)",Punto 1: Al agregar un elemento a la lista se simula el 'push' en la pila. Punto 2: Al remover el último elemento de la lista se simula el 'pop' en la pila. Punto 3: Al consultar el último elemento de la lista se simula el 'top' en la pila.,"Punto 1: Agregar elemento en la lista es como hacer push en la pila (Puntuación: 1.0), Punto 2: Remover el último elemento de la lista es como hacer pop en la pila (Puntuación: 1.0), Punto 3: Consultar el último elemento es como hacer top en la pila (Puntuación: 1.0)","Para implementar una Pila utilizando una Lista, podemos utilizar una Lista enlazada. La correspondencia de las operaciones principales sería: 

- Para agregar un elemento a la pila, se realiza la operación de inserción al inicio de la lista.
- Para remover un elemento de la pila, se realiza la operación de eliminación del primer elemento de la lista.
- Para consultar el elemento en la cima de la pila, se obtiene el primer elemento de la lista.
- Para verificar si la pila está vacía, se verifica si la lista está vacía.","Para implementar una pila usando una lista, podemos seguir los siguientes pasos: 
1. Agregar un elemento en la lista equivale a realizar un push en la pila. 
2. Remover el último elemento de la lista es equivalente a realizar un pop en la pila. 
3. Consultar el último elemento de la lista es similar a realizar un top en la pila."
Cola con prioridad,¿Cómo puedo implementar una Cola con Prioridad usando un Mapa o Conjunto ordenado? Indique la correspondencia de las operaciones principales.,2.0,2,Agregar elemento al mapa/conjunto con la prioridad como clave,1.0,Eliminar y devolver el elemento con la clave más pequeña/grande (según se definan las prioridades) es como realizar dequeue,1.0,,0.0,69a63b1541a17107c62ea50ad14efb2679018a0da6c0c52806b62e3e023e84b7,"Punto 1: Agregar elemento al mapa/conjunto con la prioridad como clave (Puntuación: 1.0), Punto 2: Eliminar y devolver el elemento con la clave más pequeña/grande (según se definan las prioridades) es como realizar dequeue (Puntuación: 1.0)",Cola con prioridad,¿Cómo puedo implementar una Cola con Prioridad usando un Mapa o Conjunto ordenado? Indique la correspondencia de las operaciones principales.,2.0,2,Agregar elemento al mapa/conjunto con la prioridad como clave,1.0,Eliminar y devolver el elemento con la clave más pequeña/grande (según se definan las prioridades) es como realizar dequeue,1.0,,0.0,69a63b1541a17107c62ea50ad14efb2679018a0da6c0c52806b62e3e023e84b7,"Punto 1: Agregar elemento al mapa/conjunto con la prioridad como clave (Puntuación: 1.0), Punto 2: Eliminar y devolver el elemento con la clave más pequeña/grande (según se definan las prioridades) es como realizar dequeue (Puntuación: 1.0)","La implementación de una Cola con Prioridad usando un Mapa o Conjunto ordenado se realizaría de la siguiente manera: 

Punto 1: Agregar elemento al mapa/conjunto con la prioridad como clave (Puntuación: 1.0), 

Punto 2: Eliminar y devolver el elemento con la clave más pequeña/grande (según se definan las prioridades) es como realizar dequeue (Puntuación: 1.0)","Para implementar una Cola con Prioridad usando un Mapa o Conjunto ordenado, se puede utilizar el mapa o conjunto ordenado para almacenar los elementos con su respectiva prioridad como clave. Para agregar un elemento a la cola, se agrega al mapa o conjunto ordenado con la prioridad como clave. Para eliminar y devolver el elemento con la prioridad más alta o más baja, se obtiene el primer elemento del mapa o conjunto ordenado, según se definan las prioridades.","Punto 1: Agregar elemento al mapa/conjunto con la prioridad como clave (Puntuación: 1.0), Punto 2: Eliminar y devolver el elemento con la clave más pequeña/grande es como realizar dequeue (Puntuación: 1.0)",,"Para implementar una Cola con Prioridad utilizando un Mapa o un Conjunto ordenado, se pueden seguir los siguientes pasos: 1) Agregar un elemento al mapa o conjunto ordenado con la prioridad como clave. 2) Eliminar y devolver el elemento con la clave más pequeña/grande, dependiendo del criterio de prioridad establecido. Estas operaciones permiten simular el comportamiento de una cola con prioridad mediante un mapa o conjunto ordenado que garantiza el orden de los elementos según su prioridad."
Algoritmos y complejidad,Explique brevemente un algoritmo para generar la intersección de 2 listas usando un Conjunto. ¿Qué complejidad tendría el algoritmo si la inserción y búsqueda en el conjunto fueran O(1)?,1.0,3,Recorrer la primera lista e insertar elementos en el conjunto,1.0,"Recorrer la segunda lista, por cada elemento verificar si está en el conjunto (esto genera la intersección)",0.0,"Si la inserción y búsqueda en el conjunto es O(1), la complejidad total sería O(n+m), donde n y m son las longitudes de las listas",0.0,68f6f164907dc561e8bb59a23bd1831fd0fbc0f7de50d412729fef17318a8aed,"Punto 1: Recorrer la primera lista e insertar elementos en el conjunto (Puntuación: 1.0), Punto 2: Recorrer la segunda lista, por cada elemento verificar si está en el conjunto (esto genera la intersección) (Puntuación: 0.0), Punto 3: Si la inserción y búsqueda en el conjunto es O(1), la complejidad total sería O(n+m), donde n y m son las longitudes de las listas (Puntuación: 0.0)",Algoritmos y complejidad,Explique brevemente un algoritmo para generar la intersección de 2 listas usando un Conjunto. ¿Qué complejidad tendría el algoritmo si la inserción y búsqueda en el conjunto fueran O(1)?,1.0,3,Recorrer la primera lista e insertar elementos en el conjunto,1.0,"Recorrer la segunda lista, por cada elemento verificar si está en el conjunto (esto genera la intersección)",0.0,"Si la inserción y búsqueda en el conjunto es O(1), la complejidad total sería O(n+m), donde n y m son las longitudes de las listas",0.0,68f6f164907dc561e8bb59a23bd1831fd0fbc0f7de50d412729fef17318a8aed,"Punto 1: Recorrer la primera lista e insertar elementos en el conjunto (Puntuación: 1.0), Punto 2: Recorrer la segunda lista, por cada elemento verificar si está en el conjunto (esto genera la intersección) (Puntuación: 0.0), Punto 3: Si la inserción y búsqueda en el conjunto es O(1), la complejidad total sería O(n+m), donde n y m son las longitudes de las listas (Puntuación: 0.0)","Punto 1: Recorrer la primera lista e insertar elementos en el conjunto (Puntuación: 1.0), Punto 2: Recorrer la segunda lista, por cada elemento verificar si está en el conjunto (esto genera la intersección) (Puntuación: 0.0), Punto 3: Si la inserción y búsqueda en el conjunto es O(1), la complejidad total sería O(n+m), donde n y m son las longitudes de las listas (Puntuación: 0.0)","El algoritmo consiste en recorrer la primera lista e insertar sus elementos en el conjunto. Luego, se recorre la segunda lista y por cada elemento se verifica si está en el conjunto, generando así la intersección de ambas listas. Si la inserción y búsqueda en el conjunto son O(1), la complejidad total sería O(n+m), donde n y m son las longitudes de las listas.","Punto 1: Recorrer la primera lista e insertar elementos en el conjunto (Puntuación: 1.0), Punto 2: Recorrer la segunda lista, por cada elemento verificar si está en el conjunto (esto genera la intersección) (Puntuación: 0.0), Punto 3: Si la inserción y búsqueda en el conjunto es O(1), la complejidad total sería O(n+m), donde n y m son las longitudes de las listas (Puntuación: 0.0)","El algoritmo para generar la intersección de 2 listas usando un conjunto consiste en crear dos conjuntos, uno para cada lista. Luego, recorremos una de las listas y agregamos cada elemento al primer conjunto. Después, recorremos la segunda lista y verificamos si cada elemento está presente en el primer conjunto. Si lo está, lo agregamos a un nuevo conjunto que será la intersección de las dos listas. Al finalizar, tendremos la intersección de las dos listas. La complejidad de este algoritmo, si la inserción y búsqueda en el conjunto son O(1), sería O(n), donde n es el tamaño de la lista más grande.","Si la inserción y búsqueda en el conjunto fueran O(1), el algoritmo para generar la intersección de 2 listas sería el siguiente: recorrer la primera lista e insertar elementos en el conjunto, luego recorrer la segunda lista y por cada elemento verificar si está en el conjunto. En total, la complejidad del algoritmo sería O(n + m), donde n y m son las longitudes de las listas."
Algoritmos y complejidad,"Si quisiera mostrar las palabras de un texto ordenadas por cantidad de ocurrencias, podría usar un mapa para contar las apariciones de cada palabra, y luego un mapa ordenado para ordenarlas y luego mostrarlas. ¿Cuál es la complejidad del algoritmo? Asuma que la inserción/eliminación en un mapa no ordenado tiene complejidad O(1), y la inserción/eliminación en un mapa ordenado es O(log n), además avanzar en cualquiera de las estructuras tiene complejidad O(1).",1.0,3,El conteo de palabras con el mapa no ordenado tiene una complejidad de O(n),1.0,La inserción de palabras en el mapa ordenado tiene una complejidad de O(n log n),0.0,La complejidad total sería O(n log n),0.0,40300e309c1bfe7a60154e5cea8a2f7e677d065f7b61d468a3b4782f015ad575,"Punto 1: El conteo de palabras con el mapa no ordenado tiene una complejidad de O(n) (Puntuación: 1.0), Punto 2: La inserción de palabras en el mapa ordenado tiene una complejidad de O(n log n) (Puntuación: 0.0), Punto 3: La complejidad total sería O(n log n) (Puntuación: 0.0)",Algoritmos y complejidad,"Si quisiera mostrar las palabras de un texto ordenadas por cantidad de ocurrencias, podría usar un mapa para contar las apariciones de cada palabra, y luego un mapa ordenado para ordenarlas y luego mostrarlas. ¿Cuál es la complejidad del algoritmo? Asuma que la inserción/eliminación en un mapa no ordenado tiene complejidad O(1), y la inserción/eliminación en un mapa ordenado es O(log n), además avanzar en cualquiera de las estructuras tiene complejidad O(1).",1.0,3,El conteo de palabras con el mapa no ordenado tiene una complejidad de O(n),1.0,La inserción de palabras en el mapa ordenado tiene una complejidad de O(n log n),0.0,La complejidad total sería O(n log n),0.0,40300e309c1bfe7a60154e5cea8a2f7e677d065f7b61d468a3b4782f015ad575,"Punto 1: El conteo de palabras con el mapa no ordenado tiene una complejidad de O(n) (Puntuación: 1.0), Punto 2: La inserción de palabras en el mapa ordenado tiene una complejidad de O(n log n) (Puntuación: 0.0), Punto 3: La complejidad total sería O(n log n) (Puntuación: 0.0)","Punto 1: El conteo de palabras con el mapa no ordenado tiene una complejidad de O(n) (Puntuación: 1.0), Punto 2: La inserción de palabras en el mapa ordenado tiene una complejidad de O(n log n) (Puntuación: 0.0), Punto 3: La complejidad total sería O(n log n) (Puntuación: 0.0)","Punto 1: El conteo de palabras con el mapa no ordenado tiene una complejidad de O(n) (Puntuación: 1.0), Punto 2: La inserción de palabras en el mapa ordenado tiene una complejidad de O(n log n) (Puntuación: 0.0), Punto 3: La complejidad total sería O(n log n) (Puntuación: 0.0)",,"La complejidad del algoritmo sería O(nlogn), donde n es el número total de palabras en el texto. Esto se debe a que contar las ocurrencias de cada palabra tiene una complejidad O(n) considerando un mapa no ordenado, y luego ordenar las palabras por cantidad de ocurrencias tiene una complejidad de O(nlogn) considerando un mapa ordenado.","La complejidad del algoritmo sería O(n log n) debido a que la inserción en el mapa no ordenado tiene complejidad O(1) y se realiza n veces, mientras que la inserción en el mapa ordenado tiene complejidad O(log n) y también se realiza n veces. Así, en total, la complejidad sería O(n log n)."
